Caching material files...
DDS only:125: textures/darkmod/foliage/floor/flowers_violet_01
DDS only:126: textures/darkmod/foliage/floor/flowers_violet_01_local
DDS only:137: textures/darkmod/foliage/floor/flowers_violet_01
DDS only:147: textures/darkmod/foliage/floor/flowers_violet_02
DDS only:148: textures/darkmod/foliage/floor/flowers_violet_02
DDS only:149: textures/darkmod/foliage/floor/flowers_violet_02_local
DDS only:160: textures/darkmod/foliage/floor/flowers_violet_02
DDS only:170: textures/darkmod/foliage/floor/flowers_white_01
DDS only:171: textures/darkmod/foliage/floor/flowers_white_01
DDS only:172: textures/darkmod/foliage/floor/flowers_white_01_local
DDS only:183: textures/darkmod/foliage/floor/flowers_white_01
DDS only:5: models/md5/chars/npchand
DDS only:6: models/md5/chars/npchand_local
DDS only:16: models/md5/chars/npchand
DDS only:25: models/md5/chars/npchand_female
DDS only:26: models/md5/chars/npchand_female_local
DDS only:36: models/md5/chars/npchand_female
DDS only:47: models/weapons/hammer_d
DDS only:48: models/weapons/hammer_s
DDS only:49: models/weapons/hammer_local
DDS only:59: models/weapons/hammer_d
DDS only:71: models/weapons/hammer_d
DDS only:72: models/weapons/hammer_s
DDS only:73: models/weapons/hammer_local
DDS only:83: models/weapons/hammer_d

materials/chars.mtr
Missing:90: models/chars/longsword_local
DDS only:94: models/weapons/broadsword/broadsword_local
DDS only:95: models/weapons/broadsword/broadsword_d
DDS only:96: models/weapons/broadsword/broadsword_s
DDS only:106: models/weapons/broadsword/broadsword_d
Missing:113: models/chars/chainmail_local
DDS only:119: models/md5/chars/chainmail_local
DDS only:120: models/md5/chars/chainmail
DDS only:121: models/md5/chars/chainmail_s
DDS only:131: models/md5/chars/chainmail
DDS only:141: models/weapons/broadhead/playerhand_d
DDS only:142: models/weapons/broadhead/playerhand_local
DDS only:152: models/weapons/broadhead/playerhand_d
DDS only:168: models/md5/chars/heads/common/green
DDS only:174: models/md5/chars/heads/common/green
DDS only:187: models/md5/chars/heads/common/blue
DDS only:193: models/md5/chars/heads/common/blue
DDS only:205: models/md5/chars/heads/common/brown
DDS only:211: models/md5/chars/heads/common/brown
DDS only:3: textures/test_window/window1_frame_local

materials/test_window.mtr
DDS only:4: textures/test_window/window1_frame
DDS only:5: textures/test_window/window1_frame_s
DDS only:10: textures/test_window/window1_frame_local
DDS only:13: textures/test_window/window1_frame
DDS only:16: textures/test_window/window1_frame_s
DDS only:21: textures/test_window/window1_combined_local
DDS only:22: textures/test_window/window1_combined
DDS only:23: textures/test_window/window1_combined_s
DDS only:29: textures/test_window/window1_glass_local
DDS only:32: textures/test_window/window1_glass
DDS only:37: textures/test_window/window1_glass
DDS only:44: textures/test_window/window1_glass_local
DDS only:61: textures/test_window/window1_glass_local
DDS only:62: textures/test_window/window1_glass
DDS only:63: textures/test_window/window1_glass
DDS only:70: textures/test_window/window1_glass_local
DDS only:93: textures/lights/ambientLightnfo
DDS only:97: textures/lights/ambientLightnfo
DDS only:108: textures/test_window/window1_projected
DDS only:8: textures/darkmod/pagan/floor/pagfloor02
DDS only:9: textures/darkmod/pagan/floor/pagfloor02
DDS only:11: textures/darkmod/pagan/floor/pagfloor02_local
DDS only:22: textures/darkmod/pagan/floor/pagfloor02
DDS only:34: textures/darkmod/wood/trim/beam_002_editor
DDS only:35: textures/darkmod/wood/trim/beam_002_local

materials/tdm_wood_trim.mtr
DDS only:36: textures/darkmod/wood/trim/beam_002
DDS only:37: textures/darkmod/wood/trim/beam_002_s
DDS only:48: textures/darkmod/wood/trim/beam_002
DDS only:60: textures/darkmod/wood/trim/beam_002_endcap_editor
DDS only:61: textures/darkmod/wood/trim/beam_002_endcap_local
DDS only:62: textures/darkmod/wood/trim/beam_002_endcap
DDS only:74: textures/darkmod/wood/trim/beam_002_endcap
DDS only:86: textures/darkmod/wood/trim/beam_002_weathered_editor
DDS only:87: textures/darkmod/wood/trim/beam_002_local
DDS only:88: textures/darkmod/wood/trim/beam_002_weathered
DDS only:89: textures/darkmod/wood/trim/beam_002_s
DDS only:100: textures/darkmod/wood/trim/beam_002_weathered
DDS only:112: textures/darkmod/wood/trim/beam_002_weathered_endcap_editor
DDS only:113: textures/darkmod/wood/trim/beam_002_endcap_local
DDS only:114: textures/darkmod/wood/trim/beam_002_weathered_endcap
DDS only:126: textures/darkmod/wood/trim/beam_002_weathered_endcap
DDS only:138: textures/darkmod/wood/trim/beam_003_ed
DDS only:139: textures/darkmod/wood/trim/beam_003_d
DDS only:140: textures/darkmod/wood/trim/beam_003_local
DDS only:151: textures/darkmod/wood/trim/beam_003_d
DDS only:162: textures/darkmod/wood/trim/beam_003_burnt_d
DDS only:163: textures/darkmod/wood/trim/beam_003_burnt_d
DDS only:164: textures/darkmod/wood/trim/beam_003_local
DDS only:175: textures/darkmod/wood/trim/beam_003_burnt_d
DDS only:186: textures/darkmod/wood/trim/beam_003_endcap_ed
DDS only:187: textures/darkmod/wood/trim/beam_003_endcap_d
DDS only:188: textures/darkmod/wood/trim/beam_003_endcap_local
DDS only:199: textures/darkmod/wood/trim/beam_003_endcap_d
DDS only:209: textures/darkmod/pagan/trim/pagtrim01
DDS only:210: textures/darkmod/pagan/trim/pagtrim01
DDS only:211: textures/darkmod/pagan/trim/pagtrim01_s
DDS only:212: textures/darkmod/pagan/trim/pagtrim01_local
DDS only:223: textures/darkmod/pagan/trim/pagtrim01
DDS only:233: textures/darkmod/mansion/wall/manwtrim06
DDS only:234: textures/darkmod/mansion/wall/manwtrim06
DDS only:235: textures/darkmod/mansion/wall/manwtrim06_local
DDS only:246: textures/darkmod/mansion/wall/manwtrim06
DDS only:256: textures/darkmod/mansion/wall/manwtrim02
DDS only:257: textures/darkmod/mansion/wall/manwtrim02
DDS only:259: textures/darkmod/mansion/wall/manwtrim02_local
DDS only:270: textures/darkmod/mansion/wall/manwtrim02
DDS only:280: textures/darkmod/mansion/wall/manwtrim04
DDS only:281: textures/darkmod/mansion/wall/manwtrim04
DDS only:282: textures/darkmod/mansion/wall/manwtrim04_local
DDS only:293: textures/darkmod/mansion/wall/manwtrim04
DDS only:303: textures/darkmod/mansion/wall/manwtrim01
DDS only:304: textures/darkmod/mansion/wall/manwtrim01
DDS only:306: textures/darkmod/mansion/wall/manwtrim01_local
DDS only:317: textures/darkmod/mansion/wall/manwtrim01
DDS only:327: textures/darkmod/mansion/wall/manwpillar01
DDS only:328: textures/darkmod/mansion/wall/manwpillar01
DDS only:330: textures/darkmod/mansion/wall/manwpillar01_local
DDS only:341: textures/darkmod/mansion/wall/manwpillar01
DDS only:351: textures/darkmod/mansion/wall/manwtrim07
DDS only:352: textures/darkmod/mansion/wall/manwtrim07
DDS only:353: textures/darkmod/mansion/wall/manwtrim07_local
DDS only:364: textures/darkmod/mansion/wall/manwtrim07
DDS only:374: textures/darkmod/mansion/wall/manwtrim05
DDS only:375: textures/darkmod/mansion/wall/manwtrim05
DDS only:376: textures/darkmod/mansion/wall/manwtrim07_local
DDS only:387: textures/darkmod/mansion/wall/manwtrim05
DDS only:397: textures/darkmod/city/wall/ctywall03
DDS only:398: textures/darkmod/city/wall/ctywall03
DDS only:400: textures/darkmod/city/wall/ctywall03_local
DDS only:411: textures/darkmod/city/wall/ctywall03
DDS only:421: textures/darkmod/city/wall/ctywall02
DDS only:422: textures/darkmod/city/wall/ctywall02
DDS only:424: textures/darkmod/city/wall/ctywall02_local
DDS only:435: textures/darkmod/city/wall/ctywall02
DDS only:8: textures/darkmod/city/wall/ctywbrick01
DDS only:9: textures/darkmod/city/wall/ctywbrick01
DDS only:11: textures/darkmod/city/wall/ctywbrick01_local
DDS only:22: textures/darkmod/city/wall/ctywbrick01
DDS only:32: textures/darkmod/city/wall/ctywbrick03
DDS only:33: textures/darkmod/city/wall/ctywbrick03
DDS only:35: textures/darkmod/city/wall/ctywbrick03_local
DDS only:46: textures/darkmod/city/wall/ctywbrick03
DDS only:56: textures/darkmod/city/wall/ctywbrick03b
DDS only:57: textures/darkmod/city/wall/ctywbrick03b
DDS only:59: textures/darkmod/city/wall/ctywbrick03_local
DDS only:70: textures/darkmod/city/wall/ctywbrick03b
DDS only:80: textures/darkmod/city/wall/ctywbrick04
DDS only:81: textures/darkmod/city/wall/ctywbrick04
DDS only:83: textures/darkmod/city/wall/ctywbrick04_local
DDS only:94: textures/darkmod/city/wall/ctywbrick04
DDS only:104: textures/darkmod/city/wall/ctywbrick04b
DDS only:105: textures/darkmod/city/wall/ctywbrick04b
DDS only:107: textures/darkmod/city/wall/ctywbrick04b_local
DDS only:118: textures/darkmod/city/wall/ctywbrick04b
DDS only:128: textures/darkmod/mansion/wall/manwbrick01
DDS only:129: textures/darkmod/mansion/wall/manwbrick01
DDS only:131: textures/darkmod/mansion/wall/manwbrick01_local
DDS only:142: textures/darkmod/mansion/wall/manwbrick01
DDS only:152: textures/darkmod/mansion/wall/manwbrick02
DDS only:153: textures/darkmod/mansion/wall/manwbrick02
DDS only:155: textures/darkmod/mansion/wall/manwbrick02_local
DDS only:166: textures/darkmod/mansion/wall/manwbrick02
DDS only:176: textures/darkmod/city/wall/rt_largebrick01_d
DDS only:177: textures/darkmod/city/wall/rt_largebrick01_d
DDS only:178: textures/darkmod/city/wall/rt_largebrick01_local
DDS only:189: textures/darkmod/city/wall/rt_largebrick01_d
DDS only:199: textures/darkmod/city/wall/rt_sizes01_d
DDS only:200: textures/darkmod/city/wall/rt_sizes01_d
DDS only:201: textures/darkmod/city/wall/rt_sizes01_local
DDS only:212: textures/darkmod/city/wall/rt_sizes01_d
DDS only:223: textures/darkmod/stone/floor/blocks_008_editor

materials/tdm_stone_floor.mtr
DDS only:224: textures/darkmod/stone/floor/blocks_008
DDS only:225: textures/darkmod/stone/floor/blocks_008_local
DDS only:236: textures/darkmod/stone/floor/blocks_008
DDS only:247: textures/darkmod/stone/floor/blocks_009_editor
DDS only:248: textures/darkmod/stone/floor/blocks_009
DDS only:249: textures/darkmod/stone/floor/blocks_009_local
DDS only:260: textures/darkmod/stone/floor/blocks_009
DDS only:271: textures/darkmod/stone/floor/blocks_009_cornerstone_dark_editor
DDS only:272: textures/darkmod/stone/floor/blocks_009_cornerstone_dark
DDS only:273: textures/darkmod/stone/floor/blocks_009_cornerstone_local
DDS only:284: textures/darkmod/stone/floor/blocks_009_cornerstone_dark
DDS only:295: textures/darkmod/stone/floor/blocks_009_cornerstone_light_editor
DDS only:296: textures/darkmod/stone/floor/blocks_009_cornerstone_light
DDS only:297: textures/darkmod/stone/floor/blocks_009_cornerstone_local
DDS only:308: textures/darkmod/stone/floor/blocks_009_cornerstone_light
DDS only:319: textures/darkmod/stone/floor/blocks_010_editor
DDS only:320: textures/darkmod/stone/floor/blocks_010
DDS only:321: textures/darkmod/stone/floor/blocks_009_local
DDS only:332: textures/darkmod/stone/floor/blocks_010
DDS only:343: textures/darkmod/stone/floor/blocks_010_cornerstone_dark_editor
DDS only:344: textures/darkmod/stone/floor/blocks_010_cornerstone_dark
DDS only:345: textures/darkmod/stone/floor/blocks_009_cornerstone_local
DDS only:356: textures/darkmod/stone/floor/blocks_010_cornerstone_dark
DDS only:367: textures/darkmod/stone/floor/blocks_010_cornerstone_light_editor
DDS only:368: textures/darkmod/stone/floor/blocks_010_cornerstone_light
DDS only:369: textures/darkmod/stone/floor/blocks_009_cornerstone_local
DDS only:380: textures/darkmod/stone/floor/blocks_010_cornerstone_light
DDS only:391: textures/darkmod/stone/floor/blocks_011_editor
DDS only:392: textures/darkmod/stone/floor/blocks_011
DDS only:393: textures/darkmod/stone/floor/blocks_011_local
DDS only:404: textures/darkmod/stone/floor/blocks_011
DDS only:415: textures/darkmod/stone/floor/blocks_012_editor
DDS only:416: textures/darkmod/stone/floor/blocks_012
DDS only:417: textures/darkmod/stone/floor/blocks_012_local
DDS only:428: textures/darkmod/stone/floor/blocks_012
DDS only:439: textures/darkmod/stone/floor/blocks_013_editor
DDS only:440: textures/darkmod/stone/floor/blocks_013
DDS only:441: textures/darkmod/stone/floor/blocks_009_local
DDS only:452: textures/darkmod/stone/floor/blocks_013
DDS only:463: textures/darkmod/stone/floor/blocks_013_cornerstone_light_editor
DDS only:464: textures/darkmod/stone/floor/blocks_013_cornerstone_light
DDS only:465: textures/darkmod/stone/floor/blocks_009_cornerstone_local
DDS only:476: textures/darkmod/stone/floor/blocks_013_cornerstone_light
DDS only:487: textures/darkmod/stone/floor/blocks_014_editor
DDS only:488: textures/darkmod/stone/floor/blocks_014
DDS only:489: textures/darkmod/stone/floor/blocks_009_local
DDS only:500: textures/darkmod/stone/floor/blocks_014
DDS only:511: textures/darkmod/stone/floor/blocks_015_ed
DDS only:512: textures/darkmod/stone/floor/blocks_015_d
DDS only:513: textures/darkmod/stone/floor/blocks_015_s
DDS only:514: textures/darkmod/stone/floor/blocks_015_local
DDS only:525: textures/darkmod/stone/floor/blocks_015_d
DDS only:536: textures/darkmod/stone/floor/blocks_016_ed
DDS only:537: textures/darkmod/stone/floor/blocks_016_d
DDS only:538: textures/darkmod/stone/floor/blocks_016_local
DDS only:549: textures/darkmod/stone/floor/blocks_016_d
DDS only:560: textures/darkmod/stone/floor/blocks_017_ed
DDS only:561: textures/darkmod/stone/floor/blocks_017_d
DDS only:562: textures/darkmod/stone/floor/blocks_017_local
DDS only:573: textures/darkmod/stone/floor/blocks_017_d
DDS only:591: textures/darkmod/stone/floor/blocks_018_ed
DDS only:592: textures/darkmod/stone/floor/blocks_018
DDS only:593: textures/darkmod/stone/floor/blocks_018_local
DDS only:594: textures/darkmod/stone/floor/blocks_018_s
DDS only:605: textures/darkmod/stone/floor/blocks_018
DDS only:616: textures/darkmod/stone/floor/blocks_018_cornerstone_l_ed
DDS only:617: textures/darkmod/stone/floor/blocks_018_cornerstone_l
DDS only:618: textures/darkmod/stone/floor/blocks_018_cornerstone_l_local
DDS only:619: textures/darkmod/stone/floor/blocks_018_cornerstone_l_s
DDS only:630: textures/darkmod/stone/floor/blocks_018_cornerstone_l
DDS only:641: textures/darkmod/stone/floor/blocks_018_cornerstone_r_ed
DDS only:642: textures/darkmod/stone/floor/blocks_018_cornerstone_r
DDS only:643: textures/darkmod/stone/floor/blocks_018_cornerstone_r_local
DDS only:644: textures/darkmod/stone/floor/blocks_018_cornerstone_r_s
DDS only:655: textures/darkmod/stone/floor/blocks_018_cornerstone_r
DDS only:666: textures/darkmod/stone/floor/blocks_018_window01_ed
DDS only:667: textures/darkmod/stone/floor/blocks_018_window01
DDS only:668: textures/darkmod/stone/floor/blocks_018_window01_local
DDS only:669: textures/darkmod/stone/floor/blocks_018_window01_s
DDS only:680: textures/darkmod/stone/floor/blocks_018_window01
DDS only:691: textures/darkmod/stone/floor/blocks_018_window02_ed
DDS only:692: textures/darkmod/stone/floor/blocks_018_window02
DDS only:693: textures/darkmod/stone/floor/blocks_018_window02_local
DDS only:694: textures/darkmod/stone/floor/blocks_018_window02_s
DDS only:705: textures/darkmod/stone/floor/blocks_018_window02
DDS only:716: textures/darkmod/stone/floor/blocks_019_editor
DDS only:717: textures/darkmod/stone/floor/blocks_019
DDS only:718: textures/darkmod/stone/floor/blocks_019_local
DDS only:729: textures/darkmod/stone/floor/blocks_019
DDS only:739: textures/darkmod/city/wall/ctywbrick02
DDS only:740: textures/darkmod/city/wall/ctywbrick02
DDS only:742: textures/darkmod/city/wall/ctywbrick02_local
DDS only:753: textures/darkmod/city/wall/ctywbrick02
DDS only:763: textures/darkmod/city/wall/rt_redbrickvert01_d
DDS only:764: textures/darkmod/city/wall/rt_redbrickvert01_d
DDS only:765: textures/darkmod/city/wall/rt_redbrickvert01_local
DDS only:776: textures/darkmod/city/wall/rt_redbrickvert01_d
DDS only:786: textures/darkmod/mansion/floor/brickfloor01sh
DDS only:787: textures/darkmod/mansion/floor/brickfloor01sh
DDS only:788: textures/darkmod/mansion/floor/brickfloor01sh_local
DDS only:799: textures/darkmod/mansion/floor/brickfloor01sh
DDS only:810: textures/darkmod/stone/floor/brick_004_editor
DDS only:811: textures/darkmod/stone/floor/brick_004
DDS only:812: textures/darkmod/stone/floor/brick_004_local
DDS only:822: textures/darkmod/stone/floor/brick_004
DDS only:833: textures/darkmod/stone/floor/brick_005_editor
DDS only:834: textures/darkmod/stone/floor/brick_005
DDS only:835: textures/darkmod/stone/floor/brick_005_local
DDS only:846: textures/darkmod/stone/floor/brick_005
DDS only:857: textures/darkmod/stone/floor/brick_005_editor
DDS only:858: textures/darkmod/stone/floor/brick_005
DDS only:859: textures/darkmod/stone/floor/brick_005_local
DDS only:862: textures/darkmod/stone/floor/brick_005_alpha
DDS only:877: textures/darkmod/stone/floor/brick_005
DDS only:890: textures/darkmod/stone/floor/brick_005_editor
DDS only:891: textures/darkmod/stone/floor/brick_005
DDS only:892: textures/darkmod/stone/floor/brick_005_local
DDS only:895: textures/darkmod/stone/floor/brick_005_alpha
DDS only:908: textures/darkmod/stone/floor/brick_005
DDS only:919: textures/darkmod/stone/floor/brick_005_editor
DDS only:920: textures/darkmod/stone/floor/brick_005
DDS only:921: textures/darkmod/stone/floor/brick_005_inverted_local
DDS only:932: textures/darkmod/stone/floor/brick_005
DDS only:943: textures/darkmod/stone/floor/brick_006_editor
DDS only:944: textures/darkmod/stone/floor/brick_006_local
DDS only:945: textures/darkmod/stone/floor/brick_006
DDS only:956: textures/darkmod/stone/floor/brick_006
DDS only:967: textures/darkmod/stone/floor/brick_006_trim_editor
DDS only:968: textures/darkmod/stone/floor/brick_006_trim_local
DDS only:969: textures/darkmod/stone/floor/brick_006_trim
DDS only:980: textures/darkmod/stone/floor/brick_006_trim
DDS only:991: textures/darkmod/stone/floor/brick_007_editor
DDS only:992: textures/darkmod/stone/floor/brick_007_local
DDS only:993: textures/darkmod/stone/floor/brick_007
DDS only:994: textures/darkmod/stone/floor/brick_007_s
DDS only:1005: textures/darkmod/stone/floor/brick_007
DDS only:1016: textures/darkmod/stone/floor/brick_007_editor
DDS only:1017: textures/darkmod/stone/floor/brick_007_local
DDS only:1018: textures/darkmod/stone/floor/brick_007_dark
DDS only:1019: textures/darkmod/stone/floor/brick_007_s
DDS only:1030: textures/darkmod/stone/floor/brick_007_dark
DDS only:1041: textures/darkmod/stone/floor/brick_007_editor
DDS only:1042: textures/darkmod/stone/floor/brick_007_local
DDS only:1043: textures/darkmod/stone/floor/brick_007_yellow
DDS only:1044: textures/darkmod/stone/floor/brick_007_s
DDS only:1055: textures/darkmod/stone/floor/brick_007_yellow
DDS only:1066: textures/darkmod/stone/floor/brick_008_editor
DDS only:1067: textures/darkmod/stone/floor/brick_008
DDS only:1068: textures/darkmod/stone/floor/brick_008_local
DDS only:1079: textures/darkmod/stone/floor/brick_008
DDS only:1090: textures/darkmod/stone/floor/brick_009_ed
DDS only:1091: textures/darkmod/stone/floor/brick_009_d
DDS only:1092: textures/darkmod/stone/floor/brick_009_local
DDS only:1103: textures/darkmod/stone/floor/brick_009_d
DDS only:1114: textures/darkmod/stone/floor/brick_010_ed
DDS only:1115: textures/darkmod/stone/floor/brick_010_d
DDS only:1116: textures/darkmod/stone/floor/brick_010_local
DDS only:1127: textures/darkmod/stone/floor/brick_010_d
DDS only:1137: textures/darkmod/city/floor/ctyground01
DDS only:1138: textures/darkmod/city/floor/ctyground01
DDS only:1140: textures/darkmod/city/floor/ctyground01_local
DDS only:1151: textures/darkmod/city/floor/ctyground01
DDS only:1161: textures/darkmod/city/floor/ctyground02
DDS only:1162: textures/darkmod/city/floor/ctyground02
DDS only:1164: textures/darkmod/city/floor/ctyground02_local
DDS only:1175: textures/darkmod/city/floor/ctyground02
DDS only:1185: textures/darkmod/city/floor/cobblestone01sh
DDS only:1186: textures/darkmod/city/floor/cobblestone01sh
DDS only:1187: textures/darkmod/city/floor/cobblestone01sh_s
DDS only:1188: textures/darkmod/city/floor/cobblestone01sh_local
DDS only:1199: textures/darkmod/city/floor/cobblestone01sh
DDS only:1210: textures/darkmod/stone/floor/cobble_004_editor
DDS only:1211: textures/darkmod/stone/floor/cobble_004
DDS only:1212: textures/darkmod/stone/floor/cobble_004_s
DDS only:1213: textures/darkmod/stone/floor/cobble_004_local
DDS only:1224: textures/darkmod/stone/floor/cobble_004
DDS only:1235: textures/darkmod/stone/floor/cobble_004_editor
DDS only:1236: textures/darkmod/stone/floor/cobble_004
DDS only:1237: textures/darkmod/stone/floor/cobble_004_local
DDS only:1248: textures/darkmod/stone/floor/cobble_004
DDS only:1259: textures/darkmod/stone/floor/cobble_005_editor
DDS only:1260: textures/darkmod/stone/floor/cobble_005
DDS only:1261: textures/darkmod/stone/floor/cobble_005_local
DDS only:1272: textures/darkmod/stone/floor/cobble_005
DDS only:1283: textures/darkmod/stone/floor/cobble_006_editor
DDS only:1284: textures/darkmod/stone/floor/cobble_006_local
DDS only:1285: textures/darkmod/stone/floor/cobble_006
DDS only:1286: textures/darkmod/stone/floor/cobble_006_s
DDS only:1297: textures/darkmod/stone/floor/cobble_006
DDS only:1308: textures/darkmod/stone/floor/cobble_007_editor
DDS only:1309: textures/darkmod/stone/floor/cobble_007_local
DDS only:1310: textures/darkmod/stone/floor/cobble_007
Missing:1311: textures/darkmod/stone/floor/cobble_007_s
DDS only:1322: textures/darkmod/stone/floor/cobble_007
DDS only:1333: textures/darkmod/stone/floor/cobble_008_editor
DDS only:1334: textures/darkmod/stone/floor/cobble_008_local
DDS only:1335: textures/darkmod/stone/floor/cobble_008
DDS only:1336: textures/darkmod/stone/floor/cobble_008_s
DDS only:1347: textures/darkmod/stone/floor/cobble_008
DDS only:1357: textures/darkmod/pagan/floor/pagfloor03
DDS only:1358: textures/darkmod/pagan/floor/pagfloor03
DDS only:1360: textures/darkmod/pagan/floor/pagfloor03_local
DDS only:1371: textures/darkmod/pagan/floor/pagfloor03
DDS only:1382: textures/darkmod/stone/floor/decorative_001_editor
DDS only:1383: textures/darkmod/stone/floor/decorative_001
DDS only:1384: textures/darkmod/stone/floor/decorative_001_s
DDS only:1385: textures/darkmod/stone/floor/decorative_001_local
DDS only:1396: textures/darkmod/stone/floor/decorative_001
DDS only:1407: textures/darkmod/stone/floor/fan_001_dirt_editor
DDS only:1408: textures/darkmod/stone/floor/fan_001_dirt
DDS only:1409: textures/darkmod/stone/floor/fan_001_s
DDS only:1410: textures/darkmod/stone/floor/fan_001_local
DDS only:1421: textures/darkmod/stone/floor/fan_001_dirt
DDS only:1432: textures/darkmod/stone/floor/fan_001_grass_editor
DDS only:1433: textures/darkmod/stone/floor/fan_001_grass
DDS only:1434: textures/darkmod/stone/floor/fan_001_s
DDS only:1435: textures/darkmod/stone/floor/fan_001_local
DDS only:1446: textures/darkmod/stone/floor/fan_001_grass
DDS only:1457: textures/darkmod/stone/floor/granite_001_editor
DDS only:1458: textures/darkmod/stone/floor/granite_001
DDS only:1459: textures/darkmod/stone/floor/granite_001_s
DDS only:1460: textures/darkmod/stone/floor/granite_001_local
DDS only:1471: textures/darkmod/stone/floor/granite_001
DDS only:1482: textures/darkmod/stone/floor/marble_004_ed
DDS only:1483: textures/darkmod/stone/floor/marble_004_d
DDS only:1484: textures/darkmod/stone/floor/marble_004_local
DDS only:1495: textures/darkmod/stone/floor/marble_004_d
DDS only:1506: textures/darkmod/stone/floor/masonry_001_editor
DDS only:1507: textures/darkmod/stone/floor/masonry_001
DDS only:1508: textures/darkmod/stone/floor/masonry_001_s
DDS only:1509: textures/darkmod/stone/floor/masonry_001_local
DDS only:1520: textures/darkmod/stone/floor/masonry_001
DDS only:1531: textures/darkmod/stone/floor/masonry_001_brick_editor
DDS only:1532: textures/darkmod/stone/floor/masonry_001_brick
DDS only:1533: textures/darkmod/stone/floor/masonry_001_brick_s
DDS only:1534: textures/darkmod/stone/floor/masonry_001_brick_local
DDS only:1545: textures/darkmod/stone/floor/masonry_001_brick
DDS only:1557: textures/darkmod/stone/floor/masonry_001_pillar_editor
DDS only:1558: textures/darkmod/stone/floor/masonry_001_pillar
DDS only:1559: textures/darkmod/stone/floor/masonry_001_pillar_s
DDS only:1560: textures/darkmod/stone/floor/masonry_001_pillar_local
DDS only:1571: textures/darkmod/stone/floor/masonry_001_pillar
DDS only:1583: textures/darkmod/castle/wall/rt_casstone02_d
DDS only:1584: textures/darkmod/castle/wall/rt_casstone02_d
DDS only:1585: textures/darkmod/castle/wall/rt_casstone02_local
DDS only:1596: textures/darkmod/castle/wall/rt_casstone02_d
DDS only:1607: textures/darkmod/stone/floor/rough_001_editor
DDS only:1608: textures/darkmod/stone/floor/rough_001_local
DDS only:1609: textures/darkmod/stone/floor/rough_001_editor
DDS only:1620: textures/darkmod/stone/floor/rough_001_editor
DDS only:1626: textures/darkmod/detail/rough_001
DDS only:1637: textures/darkmod/stone/floor/rough_002_ed
DDS only:1638: textures/darkmod/stone/floor/rough_002_d
DDS only:1639: textures/darkmod/stone/floor/rough_002_local
DDS only:1650: textures/darkmod/stone/floor/rough_002_d
DDS only:1661: textures/darkmod/stone/floor/rough_003_ed
DDS only:1662: textures/darkmod/stone/floor/rough_003_d
DDS only:1663: textures/darkmod/stone/floor/rough_003_local
DDS only:1674: textures/darkmod/stone/floor/rough_003_d
DDS only:1685: textures/darkmod/stone/floor/rough_003_dark_ed
DDS only:1686: textures/darkmod/stone/floor/rough_003_d
DDS only:1687: textures/darkmod/stone/floor/rough_003_local
DDS only:1703: textures/darkmod/stone/floor/rough_003_d
DDS only:1714: textures/darkmod/stone/floor/rough_004_ed
DDS only:1715: textures/darkmod/stone/floor/rough_004_d
DDS only:1716: textures/darkmod/stone/floor/rough_004_local
DDS only:1727: textures/darkmod/stone/floor/rough_004_d
DDS only:1738: textures/darkmod/stone/floor/rough_005_ed
DDS only:1739: textures/darkmod/stone/floor/rough_005_d
DDS only:1740: textures/darkmod/stone/floor/rough_005_local
DDS only:1751: textures/darkmod/stone/floor/rough_005_d
DDS only:1762: textures/darkmod/stone/floor/rough_006_ed
DDS only:1763: textures/darkmod/stone/floor/rough_006_d
DDS only:1764: textures/darkmod/stone/floor/rough_006_local
DDS only:1775: textures/darkmod/stone/floor/rough_006_d
DDS only:1786: textures/darkmod/stone/floor/rough_007_ed
DDS only:1787: textures/darkmod/stone/floor/rough_007_d
DDS only:1788: textures/darkmod/stone/floor/rough_007_local
DDS only:1799: textures/darkmod/stone/floor/rough_007_d
DDS only:1810: textures/darkmod/stone/floor/rough_008_ed
DDS only:1811: textures/darkmod/stone/floor/rough_008_d
DDS only:1812: textures/darkmod/stone/floor/rough_008_local
DDS only:1823: textures/darkmod/stone/floor/rough_008_d
DDS only:1834: textures/darkmod/stone/floor/rough_009_ed
DDS only:1835: textures/darkmod/stone/floor/rough_009_d
DDS only:1836: textures/darkmod/stone/floor/rough_009_local
DDS only:1847: textures/darkmod/stone/floor/rough_009_d
DDS only:1858: textures/darkmod/stone/floor/rough_010_ed
DDS only:1859: textures/darkmod/stone/floor/rough_010_d
DDS only:1860: textures/darkmod/stone/floor/rough_010_local
DDS only:1871: textures/darkmod/stone/floor/rough_010_d
DDS only:1882: textures/darkmod/stone/floor/rough_011_ed
DDS only:1883: textures/darkmod/stone/floor/rough_011_d
DDS only:1884: textures/darkmod/stone/floor/rough_011_local
DDS only:1895: textures/darkmod/stone/floor/rough_011_d
DDS only:1906: textures/darkmod/stone/floor/rough_012_mossy_ed
DDS only:1907: textures/darkmod/stone/floor/rough_012_mossy_d
DDS only:1908: textures/darkmod/stone/floor/rough_012_mossy_local
DDS only:1919: textures/darkmod/stone/floor/rough_012_mossy_d
DDS only:1929: textures/darkmod/castle/floor/casfloor03
DDS only:1930: textures/darkmod/castle/floor/casfloor03
DDS only:1931: textures/darkmod/castle/floor/casfloor03_local
DDS only:1942: textures/darkmod/castle/floor/casfloor03
DDS only:1952: textures/darkmod/castle/floor/casfloor04
